"","tx_id","Length","EffectiveLength","Overdispersion","logFC","logCPM","F.x","PValue","FDR","Results","tx_version","NIF_dEJ","NIF_uORF","NIF_long_3utr","NIF|__|GC(cds[-10:termination_codon])","GC_5utr","GC_cds","GC_3utr","GC_exons","GC_introns","LENGTH_5utr","LENGTH_cds","LENGTH_3utr","LENGTH_exons","LENGTH_introns","EXONS_count","dEJs|__|penultimate-exon>=55(nts)","uORFs|__|count","uORFs|__|gc-content","uORFs|__|lengths","uORFs|__|max-length","nif_feature","gene_id","gene.x","A","Coef.UPF3B_vs_Control","Coef.UPF3A_vs_Control","Coef.UPF3A_OE_vs_Control","Coef.DoubleKD_vs_Control","Coef.UPF3A_OE_UPF3B_KD_vs_Control","t.UPF3B_vs_Control","t.UPF3A_vs_Control","t.UPF3A_OE_vs_Control","t.DoubleKD_vs_Control","t.UPF3A_OE_UPF3B_KD_vs_Control","p.value.UPF3B_vs_Control","p.value.UPF3A_vs_Control","p.value.UPF3A_OE_vs_Control","p.value.DoubleKD_vs_Control","p.value.UPF3A_OE_UPF3B_KD_vs_Control","p.value.adj.UPF3B_vs_Control","p.value.adj.UPF3A_vs_Control","p.value.adj.UPF3A_OE_vs_Control","p.value.adj.DoubleKD_vs_Control","p.value.adj.UPF3A_OE_UPF3B_KD_vs_Control","F.y","F.p.value","Res.UPF3B_vs_Control","Res.UPF3A_vs_Control","Res.UPF3A_OE_vs_Control","Res.DoubleKD_vs_Control","Res.UPF3A_OE_UPF3B_KD_vs_Control","gene.y","entrez"
"73","ENSMUST00000065916",8454,8181.094,1.59736533670668,1.47659494737988,0.558435350021048,38.3077860868705,1.69747055702979e-06,0.000151708651333843,1,"ENSMUST00000065916.14","0","0","0",0.4,0.58974358974359,0.523310444524756,0.412280701754386,"[0.5504587155963303, 0.5137614678899083, 0.5204081632653061, 0.5637254901960784, 0.49375, 0.5700934579439252, 0.4652777777777778, 0.553763440860215, 0.4936247723132969, 0.5187074829931972, 0.49583333333333335, 0.5507246376811594, 0.5641025641025641, 0.5309734513274337, 0.5339805825242718, 0.5920398009950248, 0.5952380952380952, 0.567741935483871, 0.4840764331210191, 0.5324074074074074, 0.5666666666666667, 0.5321637426900585, 0.47863247863247865, 0.46551724137931033, 0.5045871559633027, 0.4791666666666667, 0.5535714285714286, 0.5151515151515151, 0.5466666666666666, 0.4927536231884058, 0.480225988700565, 0.42857142857142855, 0.525, 0.5347222222222222, 0.5606060606060606, 0.5111111111111111, 0.5272727272727272, 0.5381165919282511, 0.5319148936170213, 0.5125, 0.5812807881773399, 0.5575757575757576, 0.5654761904761905, 0.5384615384615384, 0.5277777777777778, 0.4888888888888889, 0.5319148936170213, 0.45493562231759654]","[0.47651006711409394, 0.4804232804232804, 0.48468271334792123, 0.4624624624624625, 0.4505050505050505, 0.44462025316455694, 0.43147208121827413, 0.4634630659253376, 0.42461964038727523, 0.39961202715809896, 0.45589572597756894, 0.47352941176470587, 0.4684014869888476, 0.4507227332457293, 0.5168800931315483, 0.4574961360123648, 0.479020979020979, 0.48847926267281105, 0.42920110192837463, 0.42998931134524354, 0.4396346306592534, 0.4323324320478156, 0.4350515463917526, 0.45885286783042395, 0.4545113487150628, 0.4586679263108172, 0.4354706124126593, 0.4975288303130148, 0.4474789915966387, 0.41365853658536583, 0.4022531477799867, 0.44273275284661756, 0.4287749287749288, 0.44289536684973946, 0.4299096319153626, 0.4206798866855524, 0.42930371636052966, 0.44267320662170445, 0.4597503228583728, 0.4512328169321405, 0.44463658169241926, 0.4747682801235839, 0.46624, 0.4900947459086994, 0.4564791856975075, 0.44177777777777777, 0.4662790697674419]",39,8301,114,"[109, 109, 98, 204, 160, 107, 144, 186, 1098, 588, 240, 138, 78, 113, 103, 201, 210, 155, 157, 216, 150, 171, 117, 116, 109, 192, 168, 66, 75, 138, 177, 112, 80, 144, 66, 135, 165, 223, 94, 160, 203, 165, 168, 182, 108, 135, 188, 233]","[447, 945, 914, 333, 3960, 632, 197, 2518, 723, 1031, 3299, 340, 538, 2283, 859, 1294, 1144, 217, 1815, 6549, 2518, 7027, 1940, 2406, 5331, 4234, 4866, 607, 952, 1025, 1509, 1493, 702, 7101, 9074, 1412, 4682, 1631, 2323, 4583, 53781, 971, 9375, 1161, 7663, 2250, 860]",48,NA,0,"","",NA,"None","ENSMUSG00000053469","Tg",-2.09,-1.541,2.192,-0.551,0.729,-0.783,-2.9,6.35,-1.19,1.83,-1.65,0.01062,1e-05,0.25061,0.08565,0.11958,0.041758,0.000293,0.801188,0.151126,0.25886,22.12,0,-1,1,0,0,0,"Tg","21819"
"74","ENSMUST00000059206",1863,1590.094,1.04772966497191,0.973980320507996,1.73645140544215,37.7104543976822,1.91812383752696e-06,0.000167408449981857,1,"ENSMUST00000059206.8","0","0","0",0.5,0.63758389261745,0.568910256410256,0.583333333333333,"[0.6335403726708074, 0.594059405940594, 0.6266666666666667, 0.5714285714285714, 0.5981308411214953, 0.5079365079365079, 0.5252525252525253, 0.5652173913043478, 0.5375, 0.5656565656565656, 0.5670103092783505, 0.5604395604395604, 0.5660377358490566, 0.5746268656716418, 0.58]","[0.4924952701282321, 0.5259562841530054, 0.536897152818129, 0.5734597156398105, 0.5458432304038005, 0.5772727272727273, 0.5478036175710594, 0.56375, 0.6022222222222222, 0.5795454545454546, 0.5053763440860215, 0.5714285714285714, 0.5238095238095238, 0.5467032967032966]",447,1248,168,"[483, 101, 75, 35, 107, 63, 99, 46, 80, 99, 97, 91, 53, 134, 300]","[23785, 732, 5163, 211, 2105, 440, 387, 800, 450, 704, 558, 812, 189, 728]",15,NA,0,"","",NA,"None","ENSMUSG00000032322","Pstpip1",1.15,0.631,0.857,-0.392,1.43,0.513,3.91,5.53,-2.06,9.8,3.14,0.0013,5e-05,0.05628,0,0.00648,0.008687,0.000946,0.543159,1e-06,0.032709,34.88,0,1,1,0,1,0,"Pstpip1","19200"
"75","ENSMUST00000112143",2181,1908.094,2.47430854558355,0.928002625292988,1.95424713533165,37.4546055417382,2.0219442499255e-06,0.00017387446214748,1,"ENSMUST00000112143.4","0","1","0",0.7,0.587837837837838,0.570963541666667,0.529175050301811,"[0.5953757225433526, 0.5512367491166078, 0.5487804878048781, 0.6074380165289256, 0.581081081081081, 0.5430861723446894]","[0.4763199637434852, 0.5019556714471969, 0.4685546156675248, 0.4945872801082544, 0.5041224970553593]",148,1536,497,"[346, 283, 164, 242, 148, 998]","[4413, 1534, 2719, 2956, 849]",6,NA,1,"[0.5833333333333334]","[36]",36,"One","ENSMUSG00000041827","Oasl1",2.14,1.091,0.85,-0.421,2.058,1.071,7.06,5.38,-2.16,14.4,6.93,0,7e-05,0.04679,0,0,8e-05,0.001178,0.509531,0,0.00011,68.92,0,1,1,0,1,1,"Oasl1","231655"
"76","ENSMUST00000028704",2045,1772.094,1,1.14159687833135,1.47175418417542,37.3662471216154,2.05919604503188e-06,0.000175615910210131,1,"ENSMUST00000028704.3","0","0","0",0.4,0.583333333333333,0.491464510332435,0.371651785714286,"[0.47398843930635837, 0.5328947368421053, 0.52734375, 0.4090909090909091, 0.532608695652174, 0.5220125786163522, 0.5, 0.3764219234746639]","[0.39222316145393066, 0.3925336102936934, 0.407939303617396, 0.4024362082900358, 0.4053013140009062, 0.25, 0.4284565916398714]",36,1113,896,"[173, 152, 256, 176, 92, 159, 70, 967]","[5915, 17331, 7381, 17322, 4414, 112, 2488]",8,NA,0,"","",NA,"None","ENSMUSG00000027261","Hao1",0.33,0.674,1.158,0.362,2.177,0.647,3.27,6.04,1.7,12.44,3.15,0.00493,2e-05,0.10844,0,0.00628,0.023674,0.000442,0.6523,0,0.032056,38.73,0,1,1,0,1,1,"Hao1","15112"
"77","ENSMUST00000031018",1042,769.094,1.00448227255692,1.61798078649608,0.526851394722172,37.365870434659,2.0593564337054e-06,0.000175615910210131,1,"ENSMUST00000031018.10","0","0","0",0.2,0.5,0.507201646090535,0.363636363636364,"[0.652542372881356, 0.49624060150375937, 0.296875, 0.3968253968253968, 0.4909090909090909, 0.532608695652174, 0.5555555555555556, 0.45871559633027525]","[0.4055019946808511, 0.43018159048215404, 0.3938832252085264, 0.4072959093323889, 0.42817886585061204, 0.4260066683765068, 0.4749826569545612]",26,972,44,"[118, 133, 64, 63, 165, 92, 189, 218]","[24064, 6388, 1079, 5647, 8006, 3899, 23064]",8,NA,0,"","",NA,"None","ENSMUSG00000029136","Rbks",0.53,0.962,1.632,-0.001,2.114,0.881,3.11,5.76,0,7.72,2.83,0.00686,3e-05,0.99819,0,0.01221,0.030035,0.000661,0.999643,1.3e-05,0.052268,19.03,0,1,1,0,1,0,"Rbks","71336"
"78","ENSMUST00000128757",3089,2816.094,1.97565681935765,1.36072251420028,0.0426617244786787,36.6200595568926,2.40502895032067e-06,0.000200091565088366,1,"ENSMUST00000128757.8","0","0","1",0.4,0.625,0.505154639175258,0.389755011135857,"[0.6, 0.43661971830985913, 0.5333333333333333, 0.3985355648535565]","[0.43834722725625225, 0.4157056562328391, 0.524390243902439]",104,291,2694,"[120, 71, 30, 2868]","[41385, 1821, 164]",4,NA,0,"","",NA,"One","ENSMUSG00000022679","Mpv17l",-0.57,0.845,1.477,-0.352,1.527,0.833,3.09,5.84,-1.12,6.01,3.06,0.00721,3e-05,0.2817,2e-05,0.00762,0.031169,0.00059,0.821574,0.000143,0.036934,17.16,1e-05,1,1,0,1,1,"Mpv17l","93734"
"79","ENSMUST00000043069",2791,2518.094,1.15300511029663,0.813876448595525,1.57421031204587,34.4824444011633,3.79352231855919e-06,0.000289701957211909,1,"ENSMUST00000043069.6","0","0","1",0.6,0.662337662337662,0.555837563451777,0.558762886597938,"[0.6416184971098265, 0.5542168674698795, 0.46153846153846156, 0.47761194029850745, 0.5294117647058824, 0.5802469135802469, 0.6194690265486725, 0.6040268456375839, 0.5446428571428571, 0.5194805194805194, 0.5694444444444444, 0.5806451612903226, 0.5580327868852459]","[0.5355380961081674, 0.5505376344086022, 0.5383944153577661, 0.5589645254074784, 0.5542857142857143, 0.5086816720257235, 0.5470139771283354, 0.5328963340616655, 0.5272870043188065, 0.5241038318912238, 0.5538461538461539, 0.5680580762250453]",154,1182,1455,"[173, 83, 65, 67, 119, 81, 113, 149, 112, 77, 72, 155, 1525]","[5473, 1860, 1146, 1043, 1050, 1555, 1574, 4119, 2547, 809, 455, 551]",13,NA,0,"","",NA,"One","ENSMUSG00000018008","Cyth4",0.28,0.877,0.785,0.32,1.219,0.589,6.33,5.64,2.16,9.14,4.11,1e-05,4e-05,0.04704,0,0.00086,0.000221,0.000789,0.509531,2e-06,0.007239,20.82,0,1,1,0,1,1,"Cyth4","72318"
"80","ENSMUST00000190641",5303,5030.094,1,0.637998312860557,2.5366694430733,33.6829909493126,4.51817570107008e-06,0.000334434875175229,1,"ENSMUST00000190641.7","0","0","1",0.4,0.808219178082192,0.585858585858586,0.476160470489393,"[0.711038961038961, 0.5284552845528455, 0.47885878489326766]","[0.5029686174724343, 0.478631611003959]",146,396,4761,"[308, 123, 4872]","[7074, 9851]",3,NA,0,"","",NA,"One","ENSMUSG00000038065","Mturn",0.18,0.918,0.609,-0.218,1.183,0.694,5.47,3.51,-1.12,7.26,4.03,6e-05,0.00298,0.28033,0,0.00102,0.000787,0.020278,0.821215,2.3e-05,0.008203,20.51,0,1,1,0,1,1,"Mturn","68235"
"81","ENSMUST00000165982",786,513.24,1.30015909090223,0.753863905381103,2.23092457253414,31.5632106795281,7.27086796324692e-06,0.000496858828613666,1,"ENSMUST00000165982.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","ENSMUSG00000057729","Prtn3",3.48,0.822,0.78,-0.19,0.639,0.514,7.42,7.06,-1.53,5.67,4.53,0,0,0.14576,4e-05,0.00036,5e-05,0.000113,0.707281,0.000243,0.00369,28.24,0,1,1,0,1,0,"Prtn3","19152"
"82","ENSMUST00000117123",3034,2761.094,2.92986026412012,4.03761281398381,-2.21032465043381,30.0326386081086,1.03717208231548e-05,0.000665432050868642,1,"ENSMUST00000117123.2","0","1","0",0.5,0.478756476683938,0.538839724680433,0.465779467680608,"[0.437410071942446, 0.5894308943089431, 0.5833333333333334, 0.58, 0.5172413793103449, 0.5119047619047619, 0.553030303030303, 0.5752212389380531, 0.4864864864864865, 0.5416666666666666, 0.5705128205128205, 0.4777777777777778, 0.47165160230073955]","[0.4319453076444997, 0.52421875, 0.453318335208099, 0.5257142857142857, 0.5578231292517006, 0.5251875669882101, 0.5002481389578164, 0.5053003533568905, 0.46353646353646355, 0.4980744544287548, 0.4781212364512244, 0.44025887819449055]",965,1017,1052,"[695, 246, 60, 50, 58, 84, 132, 113, 37, 96, 156, 90, 1217]","[3218, 1280, 889, 525, 147, 933, 2015, 283, 5005, 779, 2491, 6026]",13,NA,5,"[0.36363636363636365, 0.45161290322580644, 0.3548387096774194, 0.3111111111111111, 0.6190476190476191]","[33, 93, 93, 45, 42]",93,"One","ENSMUSG00000017868","Sgk2",-0.19,1.246,2.483,0.073,3.721,0.761,4.81,10.69,0.25,17,2.79,0.00021,0,0.80787,0,0.01347,0.002172,2e-06,0.976516,0,0.05642,89.52,0,1,1,0,1,0,"Sgk2","27219"
"83","ENSMUST00000068326",2898,2625.094,3.67159563232773,0.879659599155677,1.54870119585815,29.7032080938317,1.12108593276762e-05,0.000709264458824995,1,"ENSMUST00000068326.14","0","0","0",0.6,0.705202312138728,0.572241183162685,0.537745604963806,"[0.7155172413793104, 0.6009389671361502, 0.6078431372549019, 0.5283018867924528, 0.5344827586206896, 0.5754716981132075, 0.6011904761904762, 0.5648148148148148, 0.48333333333333334, 0.5419847328244275, 0.5915492957746479, 0.5737704918032787, 0.577922077922078, 0.5802469135802469, 0.5735294117647058, 0.5433476394849786]","[0.5294117647058824, 0.507702080355725, 0.5662650602409639, 0.5073099415204678, 0.6083333333333333, 0.6049382716049383, 0.5420711974110033, 0.4819840898455779, 0.6482758620689655, 0.4984894259818731, 0.5314432989690722, 0.5051608986035215, 0.5076687116564417, 0.5350877192982456, 0.5102279368790181]",173,1758,967,"[116, 213, 153, 53, 58, 106, 168, 108, 60, 131, 142, 122, 154, 81, 68, 1165]","[1836, 6297, 83, 684, 120, 81, 618, 2137, 145, 1324, 1940, 1647, 652, 684, 1711]",16,NA,0,"","",NA,"None","ENSMUSG00000032754","Slc8b1",2.5,1.056,0.706,-0.216,1.602,0.556,12.17,7.88,-2.09,19.35,6.07,0,0,0.05344,0,2e-05,0,4.1e-05,0.53752,0,0.000359,124.83,0,1,1,0,1,0,"Slc8b1","170756"
"84","ENSMUST00000050166",8969,8696.094,9.26057187004012,0.981867326462606,0.698351120360669,29.1894619567272,1.26694565583279e-05,0.000785755856518239,1,"ENSMUST00000050166.14","0","0","1",0.2,0.75,0.49060222477944,0.424850015787812,"[0.7476635514018691, 0.6273291925465838, 0.5714285714285714, 0.47761194029850745, 0.4939759036144578, 0.390625, 0.4714285714285714, 0.38028169014084506, 0.4, 0.4027777777777778, 0.41317365269461076, 0.5529411764705883, 0.4175824175824176, 0.5576923076923077, 0.47, 0.5277777777777778, 0.46236559139784944, 0.5185185185185185, 0.45098039215686275, 0.40625, 0.49056603773584906, 0.475, 0.514792899408284, 0.5391304347826087, 0.42857142857142855, 0.4444444444444444, 0.43564356435643564, 0.3880597014925373, 0.5887096774193549, 0.4247049567269866]","[0.5272373540856031, 0.4096220116304114, 0.4006042979147611, 0.41302147239263803, 0.41075532403860887, 0.43501903208265363, 0.4088129214364121, 0.41698966408268734, 0.42297650130548303, 0.4122448979591837, 0.32558139534883723, 0.40808823529411764, 0.3949645948072384, 0.38666112611676706, 0.38781884435190006, 0.3557692307692308, 0.42765748031496065, 0.3870101986044015, 0.38207547169811323, 0.3926512968299712, 0.40558532229258, 0.36656534954407294, 0.37244348762109797, 0.39548146523360383, 0.37435897435897436, 0.3697953422724065, 0.39197530864197533, 0.41876861966236345, 0.4242512358243675]",28,2607,6334,"[107, 161, 77, 67, 83, 64, 70, 71, 75, 72, 167, 85, 91, 52, 100, 72, 93, 81, 51, 64, 106, 120, 169, 115, 91, 18, 101, 67, 124, 6355]","[514, 37144, 97303, 65200, 6527, 1839, 6377, 3096, 2681, 735, 1247, 1088, 1271, 4813, 1921, 208, 2032, 1863, 212, 2776, 6159, 3290, 929, 4559, 4875, 14170, 324, 10070, 3439]",30,NA,0,"","",NA,"One","ENSMUSG00000040537","Adam22",1.23,-1.007,0.906,-0.22,0.238,-1.053,-6.91,8.91,-1.81,2.11,-7.21,0,0,0.09026,0.05146,0,9.8e-05,1.2e-05,0.617811,0.099544,7.6e-05,73.1,0,-1,1,0,0,-1,"Adam22","11496"
"85","ENSMUST00000034915",1617,1344.094,10.1189268031453,1.05024226088838,0.577195523944348,29.0001667644074,1.32575461991349e-05,0.000811167621179652,1,"ENSMUST00000034915.15","0","1","0",0.3,0.607773851590106,0.49500998003992,0.481927710843373,"[0.6277173913043478, 0.3125, 0.46226415094339623, 0.39436619718309857, 0.4857142857142857, 0.5862068965517241, 0.5535714285714286, 0.5121951219512195, 0.42028985507246375, 0.4672897196261682, 0.4603174603174603, 0.4852941176470588]","[0.4433607118412047, 0.47619047619047616, 0.4734432234432234, 0.4725274725274725, 0.5381526104417671, 0.5125313283208021, 0.5041165294490184, 0.49691358024691357, 0.49177877428998507, 0.4751869476546567, 0.4752906976744186]",283,1002,332,"[368, 32, 106, 71, 105, 87, 56, 82, 69, 107, 126, 408]","[5844, 1008, 1092, 1365, 249, 798, 1579, 1296, 3345, 2942, 688]",12,NA,3,"[0.5454545454545454, 0.5833333333333334, 0.5897435897435898]","[99, 60, 39]",99,"One","ENSMUSG00000032359","Ctsh",3.49,0.818,0.875,-0.01,1.271,0.861,11.24,12.15,-0.13,18.11,11.92,0,0,0.90182,0,0,1e-06,0,0.988597,0,0,108.28,0,1,1,0,1,1,"Ctsh","13036"
"86","ENSMUST00000063446",2527,2254.094,3.21595186285509,1.05624886496778,0.885211333164235,28.636389136547,1.44722234655159e-05,0.000871686659322309,1,"ENSMUST00000063446.13","0","1","0",0.3,0.64954128440367,0.588337684943429,0.510416666666667,"[0.6383928571428571, 0.6911764705882353, 0.5947712418300654, 0.5894736842105263, 0.5948275862068966, 0.5663217309501412]","[0.6389351081530782, 0.5348148148148149, 0.5256410256410257, 0.5194805194805194, 0.5491803278688525]",1090,1149,288,"[896, 204, 153, 95, 116, 1063]","[601, 675, 78, 77, 244]",6,NA,2,"[0.671875, 0.65625]","[192, 96]",192,"One","ENSMUSG00000061878","Sphk1",3.88,0.797,0.934,0.119,1.322,0.738,10.11,12.04,1.42,17.43,9.34,0,0,0.17418,0,0,2e-06,0,0.739743,0,6e-06,87.12,0,1,1,0,1,1,"Sphk1","20698"
"87","ENSMUST00000167055",3968,3695.094,2.69450841328693,0.690078950963616,1.86280433526682,27.2693505191289,2.02332571476215e-05,0.00114235574458427,1,"ENSMUST00000167055.2","0","0","0",0.2,0.563636363636364,0.612869198312236,0.502958579881657,"[0.5697674418604651, 0.5185185185185185, 0.6106870229007634, 0.6222222222222222, 0.6024590163934426, 0.6285714285714286, 0.6046511627906976, 0.6637931034482759, 0.6797153024911032, 0.5510932619366354]","[0.5524861878453039, 0.5, 0.5172890733056709, 0.6016260162601627, 0.5311203319502075, 0.5357142857142857, 0.520863309352518, 0.7333333333333333, 0.4836314546068174]",110,2844,1014,"[86, 27, 262, 90, 488, 175, 86, 232, 281, 2241]","[362, 1784, 723, 246, 241, 84, 695, 90, 2963]",10,NA,0,"","",NA,"None","ENSMUSG00000075289","Carns1",1.24,0.986,0.667,0.217,1.215,1.038,7.88,5.15,1.56,9.98,8.39,0,1e-04,0.13778,0,0,2.8e-05,0.001658,0.693015,1e-06,1.8e-05,31.97,0,1,1,0,1,1,"Carns1","107239"
"88","ENSMUST00000150819",4866,4593.094,1.1063448981607,0.666466908733992,2.1700965658391,26.3916366758162,2.52131643903514e-05,0.00135286225053673,1,"ENSMUST00000150819.3","0","0","1",0.5,NA,0.603424468378901,0.542971887550201,"[0.5586206896551724, 0.5420560747663551, 0.5657894736842105, 0.6094488188976378, 0.5458547322083639]","[0.5215808632345293, 0.5004050457123018, 0.530018192844148, 0.5450236966824644]",NA,3621,1245,"[145, 107, 76, 3175, 1363]","[9615, 17282, 1649, 422]",5,NA,NA,"","",NA,"One","ENSMUSG00000034382","AI661453",0.3,0.726,0.732,0.001,1.072,0.438,3.91,3.98,0.01,6.02,2.28,0.00131,0.00112,0.99547,2e-05,0.03691,0.008756,0.009955,0.999133,0.000141,0.115383,11.55,9e-05,1,1,0,1,0,"AI661453","224833"
"89","ENSMUST00000138308",1504,1231.094,4.60810213362244,-1.3845681530592,-0.230964838447286,26.3797855868612,2.52888668905146e-05,0.0013531361940254,-1,"ENSMUST00000138308.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","ENSMUSG00000025887","Casp12",4.96,-0.903,-1.088,-0.155,-1.837,-1.124,-15.89,-18.96,-2.87,-29.37,-19.51,0,0,0.01136,0,0,0,0,0.309862,0,0,245.46,0,-1,-1,0,-1,-1,"Casp12","12364"
"90","ENSMUST00000106386",1879,1606.094,5.6951266762821,1.00245986218767,0.536720146069019,26.0515952573051,2.74860358564986e-05,0.00145736516284204,1,"ENSMUST00000106386.8","0","1","0",0.3,0.633484162895928,0.588337684943429,0.510416666666667,"[0.5806451612903226, 0.6911764705882353, 0.5947712418300654, 0.5894736842105263, 0.5948275862068966, 0.5663217309501412]","[0.6494522691705791, 0.5348148148148149, 0.5256410256410257, 0.5194805194805194, 0.5491803278688525]",442,1149,288,"[248, 204, 153, 95, 116, 1063]","[1278, 675, 78, 77, 244]",6,NA,1,"[0.65625]","[96]",96,"One","ENSMUSG00000061878","Sphk1",3.88,0.797,0.934,0.119,1.322,0.738,10.11,12.04,1.42,17.43,9.34,0,0,0.17418,0,0,2e-06,0,0.739743,0,6e-06,87.12,0,1,1,0,1,1,"Sphk1","20698"
"91","ENSMUST00000086923",5477,5204.094,5.32402279811849,1.21820656032977,-0.0627877366857351,25.32965875776,3.30807917715607e-05,0.00170971723432487,1,"ENSMUST00000086923.6","0","0","0",0.5,0.484641638225256,0.597629009762901,0.462585034013605,"[0.4787234042553192, 0.5079365079365079, 0.4666666666666667, 0.5428571428571428, 0.5681818181818182, 0.6041666666666666, 0.5277777777777778, 0.5625, 0.5625, 0.5471698113207547, 0.5972222222222222, 0.5694444444444444, 0.6231884057971014, 0.5, 0.5061728395061729, 0.5111111111111111, 0.6846846846846847, 0.5833333333333334, 0.5, 0.5185185185185185, 0.7037037037037037, 0.6349206349206349, 0.6190476190476191, 0.6190476190476191, 0.7222222222222222, 0.6296296296296297, 0.5555555555555556, 0.6388888888888888, 0.6349206349206349, 0.6388888888888888, 0.6666666666666666, 0.6666666666666666, 0.6111111111111112, 0.6666666666666666, 0.654320987654321, 0.6388888888888888, 0.6153846153846154, 0.6666666666666666, 0.7142857142857143, 0.6666666666666666, 0.65, 0.5490196078431373, 0.6422764227642277, 0.5869565217391305, 0.5757575757575758, 0.5531914893617021, 0.6333333333333333, 0.6326530612244898, 0.6055555555555555, 0.5891472868217055, 0.6507936507936508, 0.6419753086419753, 0.46203208556149733]","[0.4648431214802896, 0.48134991119005327, 0.5020134228187919, 0.5239179954441914, 0.46551724137931033, 0.45617740232312565, 0.5177083333333333, 0.5084516565246788, 0.46269907795473597, 0.4682926829268293, 0.4892032762472077, 0.48696682464454977, 0.4983164983164983, 0.5201072386058981, 0.48936170212765956, 0.516506922257721, 0.573055028462998, 0.5223097112860893, 0.5316804407713499, 0.4926542605288932, 0.5392156862745098, 0.5144508670520231, 0.5631768953068592, 0.5203703703703704, 0.5, 0.5276595744680851, 0.5515789473684211, 0.5048231511254019, 0.5245220282626767, 0.6074380165289256, 0.5045751633986928, 0.5493150684931507, 0.5214368482039398, 0.5757575757575758, 0.4838337182448037, 0.5087527352297593, 0.5557851239669421, 0.5263157894736842, 0.5898876404494382, 0.532258064516129, 0.5522598870056498, 0.5918367346938775, 0.5836909871244635, 0.5, 0.5552325581395349, 0.5989445910290238, 0.5357142857142857, 0.5276595744680851, 0.5427435387673957, 0.512396694214876, 0.5398230088495575, 0.48286604361370716]",293,4302,882,"[282, 63, 45, 105, 132, 48, 36, 48, 144, 159, 72, 72, 69, 162, 81, 45, 222, 216, 30, 27, 27, 63, 105, 63, 36, 54, 36, 36, 63, 36, 72, 27, 36, 36, 81, 36, 78, 54, 42, 54, 60, 51, 123, 138, 66, 141, 90, 147, 360, 129, 63, 81, 935]","[6215, 2252, 745, 878, 928, 947, 960, 1479, 1193, 615, 1343, 844, 891, 373, 470, 939, 527, 381, 363, 1021, 102, 519, 831, 540, 530, 235, 475, 622, 1203, 242, 765, 730, 1726, 297, 866, 914, 968, 114, 178, 372, 708, 343, 233, 476, 344, 379, 784, 235, 503, 242, 113, 321]",53,NA,0,"","",NA,"None","ENSMUSG00000025064","Col17a1",0.73,0.873,1.389,0.162,1.578,0.758,3.21,5.5,0.55,6.32,2.76,0.00557,5e-05,0.59276,1e-05,0.01405,0.025885,0.000995,0.935512,9e-05,0.058136,12.94,4e-05,1,1,0,1,0,"Col17a1","12821"
"92","ENSMUST00000167908",1162,889.094,1,3.17583156151999,-1.41093129577804,24.9564260993971,3.64463502768717e-05,0.0018406119113655,1,"ENSMUST00000167908.2","0","0","0",0.2,0.45,0.486979166666667,0.365269461077844,"[0.5025125628140703, 0.48125, 0.4375, 0.46408839779005523, 0.41631799163179917]","[0.432512315270936, 0.4919678714859438, 0.46899841017488075, 0.44563758389261743]",60,768,334,"[199, 160, 144, 181, 478]","[1015, 498, 629, 745]",5,NA,0,"","",NA,"None","ENSMUSG00000091897","Gm17019",-2.44,3.303,4.715,2.771,6.32,4.198,4.2,6.38,3.43,8.9,5.58,0.00071,1e-05,0.00352,0,5e-05,0.005542,0.00028,0.224151,3e-06,0.000751,18.05,1e-05,1,1,1,1,1,"Gm17019","66773"
"93","ENSMUST00000121925",2656,2383.094,2.40738689791468,1.027024063948,0.762818506020868,24.9237242108322,3.67584061620894e-05,0.00185071566965905,1,"ENSMUST00000121925.8","0","1","0",0.5,0.658986175115207,0.552407932011331,0.476635514018692,"[0.7261904761904762, 0.5257731958762887, 0.5782312925170068, 0.6041666666666666, 0.5732758620689655, 0.5175438596491229, 0.5909090909090909, 0.5340909090909091, 0.5782312925170068, 0.5401929260450161, 0.4489795918367347, 0.5084745762711864, 0.47540983606557374, 0.5103305785123967]","[0.5599489795918368, 0.4541760174683084, 0.482794042116076, 0.46224209777416403, 0.4785752612617216, 0.45177215189873415, 0.4902168164992068, 0.47740845070422533, 0.45129469790382243, 0.4163276756908402, 0.3965790307253722, 0.3965621595448493, 0.46368116563102635]",217,2118,321,"[168, 97, 147, 192, 232, 114, 88, 88, 147, 622, 98, 118, 61, 484]","[784, 16487, 5841, 9839, 39137, 15800, 1891, 8875, 7299, 21387, 3157, 8261, 4667]",14,NA,1,"[0.7407407407407407]","[81]",81,"One","ENSMUSG00000035506","Slc12a8",0.88,1.324,1.103,-0.028,2.512,1.143,8.23,6.71,-0.15,17.23,6.98,0,1e-05,0.8865,0,0,1.8e-05,0.000175,0.985176,0,0.000104,81.89,0,1,1,0,1,1,"Slc12a8","171286"
